scrape_date,listing_url,year,transmission,mileage,fuel,municipality,color,make,model,price_value,price_currency,price,mileage_raw,age,region
2025-04-28 09:56:27.605228,https://www.merrjep.al/njoftim/e-class-250-full-options/14725473,2014,Automatik,200000,Dizel / Naftë,Tiranë,E Bardhë,Mercedes-Benz,E 250,1.0,EUR,10,200 000 - 249 999,11,Tirane
2025-04-28 09:56:27.605236,https://www.merrjep.al/njoftim/passat-cc-2014/15006638,2014,Automatik,180000,Dizel / Naftë,Durrës,E Bardhë,VW Volkswagen,CC,10000.0,EUR,100000,180 000 - 189 999,11,Durres
2025-04-28 09:56:27.605263,https://www.merrjep.al/njoftim/fiat-500/15005907,2009,Manual,170000,Benzin,Tiranë,E Zezë,Fiat,500,3600.0,EUR,36000,170 000 - 179 999,16,Tirane
2025-04-28 09:56:27.605287,https://www.merrjep.al/njoftim/volvo-xc-60-2013-3-0-benzine-okazion/15219120,2013,Automatik,170000,Benzin,Durrës,E Zezë,Volvo,XC 60,9499.0,EUR,94990,170 000 - 179 999,12,Durres
2025-04-28 09:56:27.605304,https://www.merrjep.al/njoftim/okazion-8900-audi-q7-2011-3-0-nafte/15223290,2011,Automatik,190000,Dizel / Naftë,Durrës,E Zezë,Audi,Q7,8900.0,EUR,89000,190 000 - 199 999,14,Durres
2025-04-28 09:56:27.605313,https://www.merrjep.al/njoftim/honda-insajd-1-3-benzin+gaz+hibrid-automat-nga-zvicra/14518944,2009,Automatik,170000,Benzin,Durrës,E Bardhë,Honda,Insight,6700.0,EUR,67000,170 000 - 179 999,16,Durres
2025-04-28 09:56:27.605331,https://www.merrjep.al/njoftim/shiten-caddy-2-0-nafte/12363046,2007,Manual,200000,Dizel / Naftë,Tiranë,E Verdhë,VW Volkswagen,Caddy,3400.0,EUR,34000,200 000 - 249 999,18,Tirane
2025-04-28 09:56:27.605339,https://www.merrjep.al/njoftim/shitet-fugon-sprinter/15193525,2010,Manual,250000,Dizel / Naftë,Tiranë,E Bardhë,Mercedes-Benz,220,10000.0,EUR,100000,250 000 - 299 999,15,Tirane
2025-04-28 09:56:27.605348,https://www.merrjep.al/njoftim/shitet-bmw-x5-full-option-2014-diesel/14626647,2014,Automatik,190000,Dizel / Naftë,Elbasan,E Zezë,BMW,X5,19999.0,EUR,199990,190 000 - 199 999,11,Other
2025-04-28 09:56:27.605365,https://www.merrjep.al/njoftim/glk-250-4matic-amg-viti-2015/14435350,2015,Automatik,190000,Dizel / Naftë,Tiranë,E Kuqe,Mercedes-Benz,GLK 250,12800.0,EUR,128000,190 000 - 199 999,10,Tirane
2025-04-28 09:56:27.605374,https://www.merrjep.al/njoftim/shitet-range-rover-3-0-naft-italie/15031434,2016,Automatik,180000,Dizel / Naftë,Durrës,E Argjendtë,Land Rover,Range Rover Sport,18500.0,EUR,185000,180 000 - 189 999,9,Durres
2025-04-28 09:56:27.605383,https://www.merrjep.al/njoftim/shitet-glk-250-bluetec-2014-okazion/15111580,2014,Automatik,170000,Dizel / Naftë,Durrës,Gri,Mercedes-Benz,GLK 250,12000.0,EUR,120000,170 000 - 179 999,11,Durres
2025-04-28 09:56:27.605392,https://www.merrjep.al/njoftim/volvo-xc60-r-2010-super-gjendje/13341815,2010,Automatik,160000,Gaz (TNG) / Benzinë,Tiranë,E Zezë,Volvo,XC 60,8500.0,EUR,85000,160 000 - 169 999,15,Tirane
2025-04-28 09:56:27.605400,https://www.merrjep.al/njoftim/super-smart/15201228,2004,Automatik,150000,Benzin,Tiranë,E Verdhë,Smart,ForTwo,2000.0,EUR,20000,150 000 - 159 999,21,Tirane
2025-04-28 09:56:27.605408,https://www.merrjep.al/njoftim/shitet-audi-a7-3-0-tdi-germanie/15100036,2012,Automatik,200000,Dizel / Naftë,Durrës,E Zezë,Audi,A7,11900.0,EUR,119000,200 000 - 249 999,13,Durres
2025-04-28 09:56:27.605417,https://www.merrjep.al/njoftim/passat-se-2-5-benzine/15197066,2012,Automatik,190000,Benzin,Tiranë,Gri,VW Volkswagen,Passat,6500.0,EUR,65000,190 000 - 199 999,13,Tirane
2025-04-28 09:56:27.605425,https://www.merrjep.al/njoftim/citroen-nemo1-4-familjare-pune-okazion/15003728,2011,Manual,200000,Dizel / Naftë,Tiranë,E Zezë,Citroën,Nemo,4500.0,EUR,45000,200 000 - 249 999,14,Tirane
2025-04-28 09:56:27.615748,https://www.merrjep.al/njoftim/mercedes-benz-c200-kompressor/15170545,2009,Automatik,200000,Gaz (TNG) / Benzinë,Vlorë,Gri,Mercedes-Benz,C 200,6300.0,EUR,63000,200 000 - 249 999,16,Vlore
2025-04-28 09:56:27.615772,https://www.merrjep.al/njoftim/shitet-audi-a6-3-0-tfsi-2013-automat-okazion/15179009,2013,Automatik,180000,Benzin,Durrës,Kafe,Audi,A6,7200.0,EUR,72000,180 000 - 189 999,12,Durres
2025-04-28 09:56:27.615784,https://www.merrjep.al/njoftim/mercedes-benz-evo/15184943,2008,Automatik,200000,Dizel / Naftë,Vlorë,Gri,Mercedes-Benz,E 280,5900.0,EUR,59000,200 000 - 249 999,17,Vlore
2025-04-28 09:56:27.615820,https://www.merrjep.al/njoftim/ml-350-bluetec-2013/15176364,2013,Automatik,130000,Dizel / Naftë,Tiranë,Gri,Mercedes-Benz,ML 350,15.0,EUR,150,130 000 - 139 999,12,Tirane
2025-04-28 09:56:27.615828,https://www.merrjep.al/njoftim/materia-1-5-automat-me-dogane-nga-zvicra/15115576,2007,Automatik,200000,Benzin,Durrës,Blu,Daihatsu,MATERIA,1.0,EUR,10,200 000 - 249 999,18,Durres
2025-04-28 09:56:27.615837,https://www.merrjep.al/njoftim/toyota-yaris-1-3-benzine-2011-nga-zvicra/10998586,2011,Manual,180000,Benzin,Durrës,E Bardhë,Toyota,Yaris,4500.0,EUR,45000,180 000 - 189 999,14,Durres
2025-04-28 09:56:27.615846,https://www.merrjep.al/njoftim/shitet-toyota-rav-4-naft-d4d-2008/15220848,2008,Manual,200000,Dizel / Naftë,Durrës,Gri,Toyota,RAV 4,4700.0,EUR,47000,200 000 - 249 999,17,Durres
2025-04-28 09:56:27.615854,https://www.merrjep.al/njoftim/citroen-c4-automatike/15155582,2011,Automatik,140000,Benzin,Vlorë,Kafe,Citroën,C4,5500.0,EUR,55000,140 000 - 149 999,14,Vlore
2025-04-28 09:56:27.615863,https://www.merrjep.al/njoftim/mercedes-benz-ml-350/15221128,2008,Automatik,190000,Gaz (TNG) / Benzinë,Vlorë,E Zezë,Mercedes-Benz,ML 350,6500.0,EUR,65000,190 000 - 199 999,17,Vlore
2025-04-28 09:56:27.615873,https://www.merrjep.al/njoftim/2012-audi-q3-2-0-tdi-s-tronic/15222056,2012,Automatik,180000,Dizel / Naftë,Shkodër,Blu,Audi,Q3,14800.0,EUR,148000,180 000 - 189 999,13,Other
2025-04-28 09:56:27.615882,https://www.merrjep.al/njoftim/39-500-class-350-bluetec-viti-2012-nafte-pa-takse-lluksi/15089289,2012,Automatik,190000,Dizel / Naftë,Tiranë,Gri,Mercedes-Benz,G 350,39500.0,EUR,395000,190 000 - 199 999,13,Tirane
2025-04-28 09:56:27.615891,https://www.merrjep.al/njoftim/nisan-note-1-5-nafte-2009-nga-zvicra/9597270,2009,Manual,180000,Dizel / Naftë,Durrës,Blu,Nissan,Note,4000.0,EUR,40000,180 000 - 189 999,16,Durres
2025-04-28 09:56:27.615934,https://www.merrjep.al/njoftim/shitet-benz-c-class/15144628,2005,Automatik,30000,Dizel / Naftë,Gjirokastër,E Zezë,Mercedes-Benz,C 220,3500.0,EUR,35000,30 000 - 34 999,20,Other
2025-04-28 09:56:27.615943,https://www.merrjep.al/njoftim/c220-avantgarde-full-options/15061193,2005,Automatik,190000,Dizel / Naftë,Shkodër,Blu,Mercedes-Benz,C 220,4300.0,EUR,43000,190 000 - 199 999,20,Other
2025-04-28 09:56:27.615952,https://www.merrjep.al/njoftim/hyundai-i10-benzine+gaz-2016/15061384,2016,Manual,130000,Gaz (TNG) / Benzinë,Durrës,E Bardhë,Hyundai,i10,5900.0,EUR,59000,130 000 - 139 999,9,Durres
2025-04-28 09:56:27.615960,https://www.merrjep.al/njoftim/okazion-2013-e250cdi-4matic/15196011,2013,Automatik,200000,Dizel / Naftë,Fier,Bezhë,Mercedes-Benz,E 250,10200.0,EUR,102000,200 000 - 249 999,12,Other
2025-04-28 09:56:27.615969,https://www.merrjep.al/njoftim/ford-focus-1-6-nafte/15186514,2006,Manual,200000,Dizel / Naftë,Tiranë,Gri,Ford,Focus,2500.0,EUR,25000,200 000 - 249 999,19,Tirane
2025-04-28 09:56:27.615977,https://www.merrjep.al/njoftim/okazion-2012-passat-2-0-tdi-sel/14520556,2012,Automatik,140000,Dizel / Naftë,Durrës,E Zezë,VW Volkswagen,Passat,7800.0,EUR,78000,140 000 - 149 999,13,Durres
2025-04-28 09:56:27.615994,https://www.merrjep.al/njoftim/audi-a8l-60-tfsi/15175095,2022,Automatik,35000,Benzin,Tiranë,E Gjelbër,Audi,A8,58000.0,EUR,580000,35 000 - 39 999,3,Tirane
2025-04-28 09:56:27.616003,https://www.merrjep.al/njoftim/bmw-x1-x-drive-viti-12-2010-automatike-motorr-2-0-nafte/15200353,2010,Automatik,160000,Dizel / Naftë,Tiranë,Kafe,BMW,X1,8900.0,EUR,89000,160 000 - 169 999,15,Tirane
2025-04-28 09:56:27.616011,https://www.merrjep.al/njoftim/ford-fiesta-1-4-nafte-automat/15175548,2005,Automatik,250000,Dizel / Naftë,Tiranë,E Zezë,Ford,Fiesta,2150.0,EUR,21500,250 000 - 299 999,20,Tirane
2025-04-28 09:56:27.616020,https://www.merrjep.al/njoftim/nissan-micra-1-2-benzine-automat-zvicre-13/15200362,2012,Automatik,150000,Benzin,Durrës,E Bardhë,Nissan,Micra,4950.0,EUR,49500,150 000 - 159 999,13,Durres
2025-04-28 09:56:27.616028,https://www.merrjep.al/njoftim/mercedes-e-280-benzine-automat-09-zvicre/15218539,2009,Automatik,200000,Benzin,Durrës,Gri,Mercedes-Benz,E 280,7200.0,EUR,72000,200 000 - 249 999,16,Durres
2025-04-28 09:56:27.616037,https://www.merrjep.al/njoftim/ford-focus-2012-full-option/15197398,2012,Manual,200000,Dizel / Naftë,Tiranë,E Bardhë,Ford,Focus,1.0,EUR,10,200 000 - 249 999,13,Tirane
2025-04-28 09:56:27.616063,https://www.merrjep.al/njoftim/mercedes-e-200-k-benzin-gaz-automat-06-zvicre/15218888,2005,Automatik,200000,Gaz (TNG) / Benzinë,Durrës,E Zezë,Mercedes-Benz,E 200,5300.0,EUR,53000,200 000 - 249 999,20,Durres
2025-04-28 09:56:27.616072,https://www.merrjep.al/njoftim/e-350-benzin+gaz-2012-full-opsion/15201160,2012,Automatik,200000,Gaz (TNG) / Benzinë,Fier,E Zezë,Mercedes-Benz,E 350,9700.0,EUR,97000,200 000 - 249 999,13,Other
2025-04-28 09:56:27.616090,https://www.merrjep.al/njoftim/peugot-3008-automat-1-6-benzin-2012/15201102,2012,Automatik,190000,Benzin,Fier,Gri,Peugeot,3008,4450.0,EUR,44500,190 000 - 199 999,13,Other
2025-04-28 09:56:27.616098,https://www.merrjep.al/njoftim/gle-350-naft-2017-super-full-opsion/15201142,2017,Automatik,180000,Dizel / Naftë,Tiranë,Blu,Mercedes-Benz,GLE 350,23500.0,EUR,235000,180 000 - 189 999,8,Tirane
2025-04-28 09:56:27.616107,https://www.merrjep.al/njoftim/hyundai-tucson-2-0-naft-2011-super-gjendje/15201227,2012,Automatik,200000,Dizel / Naftë,Fier,Kafe,Hyundai,Tucson,6700.0,EUR,67000,200 000 - 249 999,13,Other
2025-04-28 09:56:27.616116,https://www.merrjep.al/njoftim/blej-makina/15154609,2008,Automatik,110000,Dizel / Naftë,Tiranë,Gri,VW Volkswagen,Golf,2000.0,EUR,20000,110 000 - 119 999,17,Tirane
2025-04-28 09:56:27.616124,https://www.merrjep.al/njoftim/shitet-audi-q5-automat/15155139,2018,Automatik,190000,Benzin,Durrës,E Bardhë,Audi,Q5,18500.0,EUR,185000,190 000 - 199 999,7,Durres
2025-04-28 09:56:27.616141,https://www.merrjep.al/njoftim/jeep-wrangler-3-8-benzin+gaz-2011-super-gjendje/15201084,2011,Automatik,200000,Gaz (TNG) / Benzinë,Tiranë,Blu,Jeep,Wrangler,13500.0,EUR,135000,200 000 - 249 999,14,Tirane
2025-04-28 09:56:27.621310,https://www.merrjep.al/njoftim/shitet-e-klas-automat/15216518,2014,Automatik,200000,Dizel / Naftë,Durrës,E Zezë,Mercedes-Benz,E 350,10500.0,EUR,105000,200 000 - 249 999,11,Durres
2025-04-28 09:56:27.621352,https://www.merrjep.al/njoftim/gl-350-naft-2014-gjendje-perfekte-full-opsion/15201263,2014,Automatik,200000,Dizel / Naftë,Tiranë,Blu,Mercedes-Benz,GL 350,17500.0,EUR,175000,200 000 - 249 999,11,Tirane
2025-04-28 09:56:27.621374,https://www.merrjep.al/njoftim/alfa-romeo-giulietta-1-4-benzin-2012-gjendje-perfekte/15201329,2012,Manual,180000,Benzin,Vlorë,Gri,Alfa Romeo,Giulietta,4999.0,EUR,49990,180 000 - 189 999,13,Vlore
2025-04-28 09:56:27.621384,https://www.merrjep.al/njoftim/ford-c-max-1-6-naft-2006-gjendje-perfekte/15201344,2006,Manual,200000,Dizel / Naftë,Tiranë,Gri,Ford,Focus C-Max,2690.0,EUR,26900,200 000 - 249 999,19,Tirane
2025-04-28 09:56:27.621394,https://www.merrjep.al/njoftim/golf-6-1-4-benzin-2010-gjendje-perfekte/15201251,2010,Automatik,180000,Benzin,Fier,E Bardhë,VW Volkswagen,Golf,6200.0,EUR,62000,180 000 - 189 999,15,Other
2025-04-28 09:56:27.621415,https://www.merrjep.al/njoftim/e-250-naft-2015-gjendje-perfekte-full-opsion/15201304,2015,Automatik,180000,Dizel / Naftë,Tiranë,Kafe,Mercedes-Benz,E 250,13999.0,EUR,139990,180 000 - 189 999,10,Tirane
2025-04-28 09:56:27.621436,https://www.merrjep.al/njoftim/shitet-opel-automat/15222376,2010,Automatik,170000,Dizel / Naftë,Tiranë,E Bardhë,Opel,Insignia,3200.0,EUR,32000,170 000 - 179 999,15,Tirane
2025-04-28 09:56:27.621446,https://www.merrjep.al/njoftim/mercedes-300-benz+gaz-i-7-2008-avant-garde-nga-zvicra/13645687,2008,Automatik,200000,Benzin,Durrës,E Zezë,Mercedes-Benz,E 300,6800.0,EUR,68000,200 000 - 249 999,17,Durres
2025-04-28 09:56:27.621487,https://www.merrjep.al/njoftim/range-rover/15116500,2007,Automatik,200000,Dizel / Naftë,Vlorë,E Kuqe,Rover,Model tjetër,8000.0,EUR,80000,200 000 - 249 999,18,Vlore
2025-04-28 09:56:27.621498,https://www.merrjep.al/njoftim/ford-transit/15223292,2012,Manual,200000,Dizel / Naftë,Lushnjë,Blu,Ford,Transit,9900.0,EUR,99000,200 000 - 249 999,13,Other
2025-04-28 09:56:27.621518,https://www.merrjep.al/njoftim/volvo-xc60-t6-3-0-viti-2014/15216920,2014,Automatik,200000,Benzin,Tiranë,E Bardhë,Volvo,XC 60,11400.0,EUR,114000,200 000 - 249 999,11,Tirane
2025-04-28 09:56:27.621528,https://www.merrjep.al/njoftim/mercedes-benz-glk-250-viti-2014/15149770,2014,Automatik,200000,Dizel / Naftë,Tiranë,Gri,Mercedes-Benz,GLK 250,12700.0,EUR,127000,200 000 - 249 999,11,Tirane
2025-04-28 09:56:27.621538,https://www.merrjep.al/njoftim/shitet-audi-a6-automat/15196537,2015,Automatik,190000,Dizel / Naftë,Durrës,E Bardhë,Audi,A6,10000.0,EUR,100000,190 000 - 199 999,10,Durres
2025-04-28 09:56:27.621559,https://www.merrjep.al/njoftim/shitet-audi-q7-automat/15216500,2012,Automatik,20000,Dizel / Naftë,Durrës,Gri,Audi,Q7,10400.0,EUR,104000,20 000 - 24 999,13,Durres
2025-04-28 09:56:27.621569,https://www.merrjep.al/njoftim/mercedes-benz-c300-4-matic-viti-2011/14846347,2011,Automatik,170000,Benzin,Tiranë,Gri,Mercedes-Benz,C 300,7300.0,EUR,73000,170 000 - 179 999,14,Tirane
2025-04-28 09:56:27.621589,https://www.merrjep.al/njoftim/volvo-xc60-r-desing-3-0-benzin/15218670,2012,Automatik,170000,Benzin,Tiranë,E Bardhë,Volvo,XC 60,8300.0,EUR,83000,170 000 - 179 999,13,Tirane
2025-04-28 09:56:27.631731,https://www.merrjep.al/njoftim/bmw-x1-x-drive-viti-12-2010-automatike-motorr-2-0-nafte/15200353,2010,Automatik,160000,Dizel / Naftë,Tiranë,Kafe,BMW,X1,8900.0,EUR,89000,160 000 - 169 999,15,Tirane
2025-04-28 09:56:27.631742,https://www.merrjep.al/njoftim/audi-sq5-line-2015/15092981,2015,Automatik,200000,Benzin,Tiranë,E Zezë,Audi,Q5,13000.0,EUR,130000,200 000 - 249 999,10,Tirane
2025-04-28 09:56:27.631761,https://www.merrjep.al/njoftim/ford-focus-1-6-nafte/15186514,2006,Manual,200000,Dizel / Naftë,Tiranë,Gri,Ford,Focus,2500.0,EUR,25000,200 000 - 249 999,19,Tirane
2025-04-28 09:56:27.631770,https://www.merrjep.al/njoftim/ford-transit-2014/15012067,2014,Manual,300000,Dizel / Naftë,Durrës,E Bardhë,Ford,Transit,13500.0,EUR,135000,300 000 - 349 999,11,Durres
2025-04-28 09:56:27.631779,https://www.merrjep.al/njoftim/okazion-2012-passat-2-0-tdi-sel/14520556,2012,Automatik,140000,Dizel / Naftë,Durrës,E Zezë,VW Volkswagen,Passat,7800.0,EUR,78000,140 000 - 149 999,13,Durres
2025-04-28 09:56:27.631788,https://www.merrjep.al/njoftim/2015-audi-a6-tdi-s-line-shitet-nderrohet/14694576,2015,Automatik,200000,Dizel / Naftë,Shkodër,E Argjendtë,Audi,A6,16000.0,EUR,160000,200 000 - 249 999,10,Other
2025-04-28 09:56:27.631797,https://www.merrjep.al/njoftim/audi-a4-s-line-2018/15092955,2018,Automatik,65000,Benzin,Tiranë,Gri,Audi,A4,16.0,EUR,160,65 000 - 69 999,7,Tirane
2025-04-28 09:56:27.631814,https://www.merrjep.al/njoftim/audi-a8l-60-tfsi/15175095,2022,Automatik,35000,Benzin,Tiranë,E Gjelbër,Audi,A8,58000.0,EUR,580000,35 000 - 39 999,3,Tirane
2025-04-28 09:56:27.631823,https://www.merrjep.al/njoftim/sharan-2-0-naft-automat-7-vendesh/15144976,2012,Automatik,20000,Dizel / Naftë,Lezhë,E Argjendtë,VW Volkswagen,Sharan,1.0,EUR,10,20 000 - 24 999,13,Other
2025-04-28 09:56:27.631832,https://www.merrjep.al/njoftim/shitet-c220-2008/15053493,2008,Automatik,250000,Dizel / Naftë,Tiranë,E Zezë,Mercedes-Benz,C 220,7800.0,EUR,78000,250 000 - 299 999,17,Tirane
2025-04-28 09:56:27.631841,https://www.merrjep.al/njoftim/touran-cross-1-9-naft-automat/14716459,2007,Automatik,20000,Dizel / Naftë,Lezhë,E Zezë,VW Volkswagen,Touran,1.0,EUR,10,20 000 - 24 999,18,Other
2025-04-28 09:56:27.631850,https://www.merrjep.al/njoftim/glk-320-cdi-2009-pa-taks-lluksi-sapo-ardh-italie/14713274,2009,Automatik,190000,Dizel / Naftë,Durrës,Gri,Mercedes-Benz,GLK 320,8800.0,EUR,88000,190 000 - 199 999,16,Durres
2025-04-28 09:56:27.631859,https://www.merrjep.al/njoftim/mercedes-gl-3-0-2015/13941798,2015,Automatik,150000,Benzin,Tiranë,Kafe,Mercedes-Benz,GL 450,15000.0,EUR,150000,150 000 - 159 999,10,Tirane
2025-04-28 09:56:27.631868,https://www.merrjep.al/njoftim/touran-7-vendesh-automat/14689737,2011,Automatik,20000,Dizel / Naftë,Lezhë,E Zezë,VW Volkswagen,Touran,1.0,EUR,10,20 000 - 24 999,14,Other
2025-04-28 09:56:27.631876,https://www.merrjep.al/njoftim/toyota-aygo-1-0-benzin-5-porta-e-sapo-ardhur-nga-zvicra/10911900,2006,Manual,170000,Benzin,Durrës,Gri,Toyota,Aygo,3000.0,EUR,30000,170 000 - 179 999,19,Durres
2025-04-28 09:56:27.631938,https://www.merrjep.al/njoftim/e-250-naft-avandgard/15223275,2010,Automatik,250000,Dizel / Naftë,Elbasan,Vishnje,Mercedes-Benz,E 250,9000.0,EUR,90000,250 000 - 299 999,15,Other
2025-04-28 09:56:27.631959,https://www.merrjep.al/njoftim/volvo-v70-benzin+gaz-automat-nga-zvicra/6901066,2007,Automatik,250000,Gaz (TNG) / Benzinë,Durrës,Gri,Volvo,V70,3500.0,EUR,35000,250 000 - 299 999,18,Durres
2025-04-28 09:56:27.631969,https://www.merrjep.al/njoftim/land-rover-freelander-2-2-nafte-4x4-super-gjendje-full/15163110,2008,Automatik,190000,Dizel / Naftë,Tiranë,E Zezë,Land Rover,Freelander,7800.0,EUR,78000,190 000 - 199 999,17,Tirane
2025-04-28 09:56:27.631989,https://www.merrjep.al/njoftim/golf-7-gtd/15156428,2014,Automatik,130000,Dizel / Naftë,Tiranë,Gri,VW Volkswagen,Golf,13300.0,EUR,133000,130 000 - 139 999,11,Tirane
2025-04-28 09:56:27.631998,https://www.merrjep.al/njoftim/vw-volkswagen-tiguan/15145799,2013,Automatik,180000,Dizel / Naftë,Tiranë,Blu,VW Volkswagen,Tiguan,10500.0,EUR,105000,180 000 - 189 999,12,Tirane
2025-04-28 09:56:27.632033,https://www.merrjep.al/njoftim/range-rover-vogue-5-0l-14-autobiography-full-panoramic/14720108,2013,Automatik,110000,Benzin,Tiranë,E Argjendtë,Land Rover,Range Rover,24000.0,EUR,240000,110 000 - 119 999,12,Tirane
2025-04-28 09:56:27.632042,https://www.merrjep.al/njoftim/audi-a5/15147648,2014,Automatik,120000,Dizel / Naftë,Tiranë,E Bardhë,Audi,A5,10800.0,EUR,108000,120 000 - 129 999,11,Tirane
2025-04-28 09:56:27.632059,https://www.merrjep.al/njoftim/okazjon/15200269,2000,Manual,200000,Dizel / Naftë,Shkodër,Gri,Mitsubishi,L200,11500.0,EUR,115000,200 000 - 249 999,25,Other
2025-04-28 09:56:27.632068,https://www.merrjep.al/njoftim/toyota-fj-cruiser-08-4-0l-benzine-mundesi-nderrimi/14755116,2008,Automatik,200000,Benzin,Tiranë,E Kuqe,Toyota,FJ,17000.0,EUR,170000,200 000 - 249 999,17,Tirane
2025-04-28 09:56:27.632077,https://www.merrjep.al/njoftim/smart-center/15155245,2003,Automatik,40000,Benzin,Tiranë,E Zezë,Smart,Roadster,5500.0,EUR,55000,40 000 - 44 999,22,Tirane
2025-04-28 09:56:27.632085,https://www.merrjep.al/njoftim/toyota-4runner-4-7-v8-4-runner/11753260,2005,Automatik,160000,Gaz (TNG) / Benzinë,Tiranë,Gri,Toyota,4-Runner,15900.0,EUR,159000,160 000 - 169 999,20,Tirane
2025-04-28 09:56:27.632110,https://www.merrjep.al/njoftim/volkswagen-tiguan/15058571,2018,Automatik,130000,Dizel / Naftë,Tiranë,E Bardhë,VW Volkswagen,Tiguan,21900.0,EUR,219000,130 000 - 139 999,7,Tirane
2025-04-28 09:56:27.632119,https://www.merrjep.al/njoftim/hyundai-avante/15201261,2013,Automatik,160000,Dizel / Naftë,Tiranë,Gri,Hyundai,Model tjetër,6999.0,EUR,69990,160 000 - 169 999,12,Tirane
2025-04-28 09:56:27.632128,https://www.merrjep.al/njoftim/kia-picanto/15075760,2012,Automatik,70000,Benzin,Tiranë,Bezhë,Kia,Picanto,6390.0,EUR,63900,70 000 - 74 999,13,Tirane
2025-04-28 09:56:27.632136,https://www.merrjep.al/njoftim/ford-fokus/15169204,2013,Automatik,110000,Dizel / Naftë,Tiranë,E Bardhë,Ford,Focus,7499.0,EUR,74990,110 000 - 119 999,12,Tirane
2025-04-28 09:56:27.632144,https://www.merrjep.al/njoftim/skoda-automat-2008-nafte-me-letra/15138704,2008,Automatik,100000,Dizel / Naftë,Durrës,Gri,Škoda,Octavia,6400.0,EUR,64000,100 000 - 109 999,17,Durres
2025-04-28 09:56:27.632155,https://www.merrjep.al/njoftim/toyota-auris-1-4-naft-viti-2012-me-dogan/15193294,2012,Manual,170000,Dizel / Naftë,Fier,Gri,Toyota,Auris,5500.0,EUR,55000,170 000 - 179 999,13,Other
2025-04-28 09:56:27.632165,https://www.merrjep.al/njoftim/ford-fiesta-5p-viti-2010-1-4-tdci-75cv/15059864,2010,Manual,190000,Dizel / Naftë,Fier,E Bardhë,Ford,Fiesta,4300.0,EUR,43000,190 000 - 199 999,15,Other
2025-04-28 09:56:27.632196,https://www.merrjep.al/njoftim/audi-q3-2-0-tfsi-quattro-premium-2016/15013352,2016,Automatik,160000,Benzin,Tiranë,Gri,Audi,Q3,11900.0,EUR,119000,160 000 - 169 999,9,Tirane
2025-04-28 09:56:27.632206,https://www.merrjep.al/njoftim/audi-a-4-nafte-2-0-tdi-viti-2013-automatike-klima/14957690,2014,Automatik,170000,Dizel / Naftë,Tiranë,Gri,Audi,A4,9600.0,EUR,96000,170 000 - 179 999,11,Tirane
2025-04-28 09:56:27.632224,https://www.merrjep.al/njoftim/vw-tiguan-2018-okazion-dsg/11064047,2018,Automatik,95000,Dizel / Naftë,Tiranë,E Gjelbër,VW Volkswagen,Tiguan,19150.0,EUR,191500,95 000 - 99 999,7,Tirane
2025-04-28 09:56:27.632243,https://www.merrjep.al/njoftim/bmw-320/15166015,2012,Automatik,190000,Dizel / Naftë,Tiranë,E Bardhë,BMW,320,8999.0,EUR,89990,190 000 - 199 999,13,Tirane
2025-04-28 09:56:27.632259,https://www.merrjep.al/njoftim/hyundai-avante/15193799,2016,Automatik,190000,Dizel / Naftë,Tiranë,E Bardhë,Hyundai,Model tjetër,8999.0,EUR,89990,190 000 - 199 999,9,Tirane
2025-04-28 09:56:27.632268,https://www.merrjep.al/njoftim/okazion-viano-8-vende-nafte-automatike-full-optional/15194823,2009,Automatik,170000,Dizel / Naftë,Tiranë,Gri,Mercedes-Benz,Viano,8990.0,EUR,89900,170 000 - 179 999,16,Tirane
2025-04-28 09:56:27.632286,https://www.merrjep.al/njoftim/mb-glk-220/15193791,2013,Automatik,190000,Dizel / Naftë,Tiranë,E Zezë,Mercedes-Benz,GLK 220,13999.0,EUR,139990,190 000 - 199 999,12,Tirane
2025-04-28 09:56:27.632295,https://www.merrjep.al/njoftim/vw-tiguan/15191063,2013,Automatik,190000,Dizel / Naftë,Tiranë,E Bardhë,VW Volkswagen,Tiguan,10499.0,EUR,104990,190 000 - 199 999,12,Tirane
2025-04-28 09:56:27.632556,https://www.merrjep.al/njoftim/audi-a8l-60-tfsi/15175095,2022,Automatik,35000,Benzin,Tiranë,E Gjelbër,Audi,A8,58000.0,EUR,580000,35 000 - 39 999,3,Tirane
2025-04-28 09:56:27.632573,https://www.merrjep.al/njoftim/vw-jetta-2-5-2011/15002167,2011,Automatik,120000,Benzin,Durrës,Gri,VW Volkswagen,Jetta,5999.0,EUR,59990,120 000 - 129 999,14,Durres
2025-04-28 09:56:27.632583,https://www.merrjep.al/njoftim/bmw-x1-x-drive-viti-12-2010-automatike-motorr-2-0-nafte/15200353,2010,Automatik,160000,Dizel / Naftë,Tiranë,Kafe,BMW,X1,8900.0,EUR,89000,160 000 - 169 999,15,Tirane
2025-04-28 09:56:27.632601,https://www.merrjep.al/njoftim/ford-focus-1-6-nafte/15186514,2006,Manual,200000,Dizel / Naftë,Tiranë,Gri,Ford,Focus,2500.0,EUR,25000,200 000 - 249 999,19,Tirane
2025-04-28 09:56:27.632627,https://www.merrjep.al/njoftim/okazion-2012-passat-2-0-tdi-sel/14520556,2012,Automatik,140000,Dizel / Naftë,Durrës,E Zezë,VW Volkswagen,Passat,7800.0,EUR,78000,140 000 - 149 999,13,Durres
